token,lemma
гондураса,гондурас
сделало,сделать
заявление,заявление
о,о
том,тот
",",UNK
что,что
в,в
воздушном,воздушный
бою,бой
сбит,сбить
один,один
самолёт,самолет
ввс,ввс
сальвадора,сальвадор
",",UNK
а,а
правительство,правительство
сальвадора,сальвадор
заявило,заявить
",",UNK
что,что
были,быть
сбиты,сбить
четыре,четыре
самолёта,самолет
ввс,ввс
гондураса,гондурас
.,UNK
около,около
12,UNK
часов,час
дня,день
три,три
истребителя,истребитель
f,f
4,UNK
u-5,UNK
n,n
военно-воздушных,UNK
сил,сила
гондураса,гондурас
",",UNK
вылетевшие,вылететь
для,для
нанесения,нанесение
удара,удар
по,по
позициям,позиция
сальвадорской,сальвадорский
артиллерии,артиллерия
в,в
районе,район
эль-аматильо,UNK
",",UNK
встретились,встретиться
с,с
двумя,два
истребителями,истребитель
f-51,UNK
d,d
«,UNK
cavalier,cavalier
mustang,mustang
»,UNK
ii,ii
военно-воздушных,UNK
сил,сила
сальвадора,сальвадор
",",UNK
вылетевшими,вылетевшими
для,для
поддержки,поддержка
действий,действие
9-го,UNK
пехотного,пехотный
батальона,батальон
сальвадорской,сальвадорский
армии,армия
.,UNK
в,в
ходе,ход
боя,бой
был,быть
сбит,сбить
сальвадорский,сальвадорский
f-51,UNK
d,d
(,UNK
бортовой,бортовой
номер,номер
fas-404,UNK
),UNK
.,UNK
позднее,поздний
в,в
этот,этот
же,же
день,день
в,в
воздушном,воздушный
бою,бой
с,с
тремя,три
f,f
4,UNK
u-5,UNK
n,n
военно-воздушных,UNK
сил,сила
гондураса,гондурас
были,быть
сбиты,сбить
ещё,еще
два,два
сальвадорских,сальвадорский
истребителя,истребитель
goodyear,goodyear
fg-1,UNK
d,d
«,UNK
corsair,corsair
s,s
»,UNK
(,UNK
fas-203,UNK
и,и
fas-204,UNK
),UNK
",",UNK
а,а
четвёртый,четвертый
сальвадорский,сальвадорский
fg-1,UNK
d,d
был,быть
сбит,сбить
огнём,огонь
с,с
земли,земля
.,UNK
18,UNK
июля,июль
оаг,оаг
предложила,предложить
проект,проект
соглашения,соглашение
об,о
урегулировании,урегулирование
конфликта,конфликт
",",UNK
в,в
соответствии,соответствие
с,с
которым,который
боевые,боевой
действия,действие
должны,должный
были,быть
быть,быть
прекращены,прекратить
в,в
срок,срок
до,до
22,UNK
:,UNK
00,UNK
часов,час
21,UNK
июля,июль
1969,UNK
года,год
",",UNK
войска,войско
сторон,сторона
—,UNK
отведены,отвести
на,на
расстояние,расстояние
в,в
три,три
мили,миля
(,UNK
5,UNK
км,км
),UNK
от,от
линии,линия
границы,граница
",",UNK
а,а
населению,население
в,в
зоне,зона
боевых,боевой
действий,действие
должны,должный
быть,быть
предоставлены,предоставить
гарантии,гарантия
защиты,защита
жизни,жизнь
и,и
имущества,имущество
.,UNK
сальвадор,сальвадор
и,и
гондурас,гондурас
выступили,выступить
с,с
заявлениями,заявление
",",UNK
что,что
в,в
целом,целое
они,они
готовы,готовый
принять,принять
предложение,предложение
оаг,оаг
",",UNK
однако,однако
предложили,предложить
внести,внести
в,в
текст,текст
соглашения,соглашение
поправки,поправка
",",UNK
обсуждение,обсуждение
которых,который
затянуло,затянуть
переговорный,переговорный
процесс,процесс
.,UNK
18,UNK
июля,июль
стороны,сторона
согласились,согласиться
на,на
прекращение,прекращение
огня,огонь
",",UNK
которое,который
продолжалось,продолжаться
в,в
течение,течение
шести,шесть
часов,час
",",UNK
затем,затем
боевые,боевой
действия,действие
возобновились,возобновиться
:,UNK
сальвадорская,сальвадорский
артиллерия,артиллерия
открыла,открыть
огонь,огонь
по,по
позициям,позиция
гондурасских,гондурасский
войск,войско
в,в
районе,район
эль-аматильо,UNK
",",UNK
а,а
девять,девять
гондурасских,гондурасский
самолётов,самолет
начали,начать
бомбить,бомбить
позиции,позиция
сальвадорских,сальвадорский
войск,войско
",",UNK
самолёты,самолет
ввс,ввс
гондураса,гондурас
несколько,несколько
раз,раз
бомбили,бомбить
позиции,позиция
сальвадорских,сальвадорский
войск,войско
авиабомбами,авиабомба
с,с
напалмом,напалм
.,UNK
по,по
предварительным,предварительный
подсчётам,подсчет
",",UNK
в,в
период,период
с,с
14,UNK
по,по
18,UNK
июля,июль
",",UNK
за,за
пять,пять
первых,первый
дней,день
конфликта,конфликт
",",UNK
погибло,погибнуть
около,около
трёх,три
тысяч,тысяча
граждан,гражданин
гондураса,гондурас
и,и
около,около
тысячи,тысяча
граждан,гражданин
сальвадора,сальвадор
.,UNK
19,UNK
июля,июль
сальвадорские,сальвадорский
войска,войско
захватили,захватить
город,город
нуэва,нуэв
окотепеке,окотепек
и,и
подняли,поднять
сальвадорский,сальвадорский
флаг,флаг
на,на
центральной,центральный
площади,площадь
города,город
.,UNK
в,в
этот,этот
же,же
день,день
президент,президент
сальвадора,сальвадор
",",UNK
генерал,генерал
санчес,санчес
эрнандес,эрнандес
",",UNK
заявил,заявить
",",UNK
что,что
войска,войско
не,не
уйдут,уйти
с,с
занятой,занять
ими,они
территории,территория
",",UNK
пока,пока
правительство,правительство
гондураса,гондурас
не,не
даст,дать
гарантии,гарантия
безопасности,безопасность
для,для
280,UNK
тысяч,тысяча
сальвадорцев,сальвадорец
",",UNK
проживающих,проживать
на,на
территории,территория
гондураса,гондурас
.,UNK
в,в
город,город
въехали,въехать
три,три
танка,танк
m,m
3,UNK
a,a
1,UNK
«,UNK
стюарт,стюарт
»,UNK
сальвадорской,сальвадорский
армии,армия
",",UNK
которые,который
были,быть
размещены,разместить
неподалёку,неподалеку
от,от
позиций,позиция
гондурасской,гондурасский
армии,армия
.,UNK
в,в
этот,этот
же,же
день,день
подразделение,подразделение
гондурасской,гондурасский
армии,армия
отбило,отбить
атаку,атака
сальвадорской,сальвадорский
армии,армия
в,в
районе,район
селения,селение
эль-пой,UNK
.,UNK
кроме,кроме
того,тот
",",UNK
как,как
сообщило,сообщить
правительство,правительство
гондураса,гондурас
",",UNK
самолёты,самолет
ввс,ввс
гондураса,гондурас
сбросили,сбросить
бомбы,бомба
на,на
колонну,колонна
из,из
40,UNK
военных,военный
грузовиков,грузовик
.,UNK
в,в
четыре,четыре
часа,час
по,по
гринвичу,гринвич
вступило,вступить
в,в
силу,сила
перемирие,перемирие
.,UNK
к,к
20,UNK
июля,июль
боевые,боевой
действия,действие
полностью,полностью
прекратились,прекратиться
.,UNK
по,по
состоянию,состояние
на,на
23,UNK
июля,июль
сальвадорские,сальвадорский
войска,войско
продолжали,продолжать
удерживать,удерживать
около,около
400,UNK
км²,UNK
территории,территория
и,и
10,UNK
населённых,населенный
пунктов,пункт
на,на
территории,территория
четырёх,четыре
юго-западных,UNK
департаментов,департамент
гондураса,гондурас
",",UNK
и,и
правительство,правительство
не,не
производило,производить
никакой,никакой
подготовки,подготовка
к,к
их,они
отводу,отвод
—,UNK
напротив,напротив
",",UNK
для,для
них,они
перебрасывали,перебрасывать
дополнительное,дополнительный
снаряжение,снаряжение
.,UNK
в,в
это,это
же,же
время,время
сальвадорские,сальвадорские
печатные,печатный
издания,издание
начали,начать
публиковать,публиковать
документы,документ
",",UNK
которыми,который
обосновывались,обосновываться
права,право
сальвадора,сальвадор
на,на
занятые,занять
территории,территория
.,UNK
после,после
инспекционной,инспекционный
поездки,поездка
по,по
занятой,занять
сальвадорскими,сальвадорский
войсками,войско
территории,территория
гондураса,гондурас
президент,президент
санчес,санчес
вновь,вновь
заявил,заявить
:,UNK
«,UNK
войска,войско
не,не
будут,быть
выведены,вывести
с,с
позиций,позиция
",",UNK
пока,пока
не,не
будут,быть
получены,получить
гарантии,гарантия
для,для
280,UNK
тысяч,тысяча
сальвадорцев,сальвадорец
в,в
гондурасе,гондурас
»,UNK
.,UNK
в,в
течение,течение
следующих,следующий
нескольких,несколько
дней,день
сальвадор,сальвадор
сопротивлялся,сопротивляться
призывам,призыв
оаг,оаг
",",UNK
требуя,требовать
",",UNK
чтобы,чтобы
прежде,прежде
гондурас,гондурас
согласился,согласиться
на,на
выплату,выплата
репараций,репарация
за,за
нападения,нападение
на,на
сальвадорских,сальвадорский
граждан,гражданин
и,и
гарантировал,гарантировать
безопасность,безопасность
сальвадорцев,сальвадорец
",",UNK
остающихся,оставаться
в,в
гондурасе,гондурас
.,UNK
до,до
29,UNK
июля,июль
сальвадор,сальвадор
отказывался,отказываться
вывести,вывести
войска,войско
",",UNK
однако,однако
потом,потом
согласился,согласиться
.,UNK
к,к
такому,такой
решению,решение
его,его
склонили,склонить
",",UNK
с,с
одной,один
стороны,сторона
",",UNK
угрозы,угроза
введения,введение
экономических,экономический
санкций,санкция
со,с
стороны,сторона
оаг,оаг
",",UNK
а,а
с,с
другой,другой
—,UNK
её,ее
предложения,предложение
по,по
размещению,размещение
в,в
гондурасе,гондурас
специальных,специальный
представителей,представитель
оаг,оаг
по,по
контролю,контроль
за,за
безопасностью,безопасность
сальвадорских,сальвадорский
граждан,гражданин
.,UNK
2,UNK
августа,август
1969,UNK
года,год
подразделения,подразделение
армии,армия
сальвадора,сальвадор
покинули,покинуть
территорию,территория
гондураса,гондурас
.,UNK
=,UNK
=,UNK
результаты,результат
войны,война
=,UNK
=,UNK
фактически,фактически
",",UNK
войну,война
проиграли,проиграть
обе,оба
стороны,сторона
.,UNK
военные,военный
расходы,расход
",",UNK
разрушения,разрушение
в,в
ходе,ход
боевых,боевой
действий,действие
",",UNK
закрытие,закрытие
границы,граница
и,и
прекращение,прекращение
торговли,торговля
нанесли,нанести
ущерб,ущерб
экономикам,экономика
и,и
сальвадора,сальвадор
",",UNK
и,и
гондураса,гондурас
.,UNK
в,в
ходе,ход
войны,война
погибли,погибнуть
и,и
получили,получить
ранения,ранение
несколько,несколько
тысяч,тысяча
человек,человек
",",UNK
хотя,хотя
в,в
различных,различный
источниках,источник
приводятся,приводиться
различные,различный
данные,данные
об,о
общем,общий
количестве,количество
жертв,жертва
конфликта,конфликт
:,UNK
от,от
2000,UNK
убитых,убитый
и,и
получивших,получить
тяжёлые,тяжелый
увечья,увечье
до,до
6000,UNK
убитых,убитый
и,и
12,UNK
000,UNK
раненых,раненый
или,или
даже,даже
до,до
6000,UNK
убитых,убитый
и,и
15,UNK
000,UNK
раненых,раненый
.,UNK
при,при
этом,это
большинство,большинство
жертв,жертва
составляли,составлять
мирные,мирный
жители,житель
.,UNK
значительное,значительный
количество,количество
сальвадорцев,сальвадорец
(,UNK
по,по
разным,разный
данным,данные
",",UNK
от,от
60,UNK
до,до
130,UNK
тысяч,тысяча
человек,человек
),UNK
оказались,оказаться
изгнаны,изгнать
или,или
бежали,бежать
из,из
гондураса,гондурас
",",UNK
многие,многий
из,из
них,они
вернулись,вернуться
в,в
сальвадор,сальвадор
",",UNK
что,что
вызвало,вызвать
рост,рост
безработицы,безработица
и,и
усилило,усилить
социальную,социальный
напряжённость,напряженность
.,UNK
обострился,обостриться
земельный,земельный
вопрос,вопрос
.,UNK
при,при
этом,это
правительство,правительство
сальвадора,сальвадор
оказалось,оказаться
неспособно,неспособный
успешно,успешно
решить,решить
экономические,экономический
проблемы,проблема
",",UNK
связанные,связать
с,с
появлением,появление
тысяч,тысяча
депортированных,депортировать
из,из
гондураса,гондурас
граждан,гражданин
в,в
и,и
без,без
того,тот
перенаселённой,перенаселенный
стране,страна
.,UNK
политическое,политический
влияние,влияние
военных,военный
в,в
обеих,оба
странах,страна
усилилось,усилиться
после,после
войны,война
.,UNK
на,на
выборах,выбор
в,в
парламент,парламент
сальвадора,сальвадор
кандидатами,кандидат
от,от
правящей,править
партии,партия
национального,национальный
примирения,примирение
в,в
основном,основный
были,быть
военные,военный
.,UNK
100-часовая,UNK
война,война
стала,стать
одной,один
из,из
причин,причина
протестных,протестный
волнений,волнение
1970-х,UNK
годов,год
",",UNK
которые,который
переросли,перерасти
в,в
открытое,открытый
вооружённое,вооруженный
противостояние,противостояние
",",UNK
а,а
затем,затем
",",UNK
в,в
1979—1980,UNK
годы,год
—,UNK
и,и
в,в
затяжную,затяжной
гражданскую,гражданский
войну,война
.,UNK
убытки,убыток
гондураса,гондурас
от,от
вооружённого,вооруженный
конфликта,конфликт
с,с
сальвадором,сальвадор
составили,составить
около,около
4,UNK
млн,млн
долларов,доллар
сша,сша
",",UNK
однако,однако
разрыв,разрыв
торгово-экономических,UNK
отношений,отношение
с,с
сальвадором,сальвадор
и,и
стихийные,стихийный
бедствия,бедствие
(,UNK
ураган,ураган
«,UNK
франселин,франселина
»,UNK
и,и
наводнения,наводнение
в,в
сентябре,сентябрь
1969,UNK
года,год
),UNK
осложнили,осложнить
положение,положение
в,в
стране,страна
.,UNK
в,в
результате,результат
уже,уже
в,в
октябре,октябрь
1969,UNK
года,год
в,в
столице,столица
и,и
других,другой
городах,город
гондураса,гондурас
прошли,пройти
демонстрации,демонстрация
с,с
призывом,призыв
к,к
восстановлению,восстановление
хороших,хороший
отношений,отношение
с,с
сальвадором,сальвадор
.,UNK
с,с
целью,цель
снизить,снизить
недовольство,недовольство
правительство,правительство
гондураса,гондурас
приступило,приступить
к,к
земельной,земельный
реформе,реформа
(,UNK
проходившей,проходить
медленно,медленно
и,и
имевшей,иметь
ограниченные,ограниченный
масштабы,масштаб
—,UNK
всего,всего
до,до
весны,весна
1984,UNK
года,год
было,быть
перераспределено,перераспределить
230,UNK
тысяч,тысяча
гектаров,гектар
земель,земля
—,UNK
в,в
основном,основный
участки,участок
",",UNK
ранее,ранее
принадлежавшие,принадлежать
сальвадорским,сальвадорский
переселенцам,переселенец
),UNK
.,UNK
=,UNK
=,UNK
дипломатическое,дипломатический
урегулирование,урегулирование
=,UNK
=,UNK
активные,активный
военные,военный
действия,действие
продолжались,продолжаться
четыре,четыре
дня,день
",",UNK
в,в
дальнейшем,дальнейший
рассмотрение,рассмотрение
дела,дело
об,о
определении,определение
линии,линия
границы,граница
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
продолжал,продолжать
международный,международный
суд,суд
оон,оон
.,UNK
в,в
декабре,декабрь
1969,UNK
года,год
на,на
границе,граница
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
имели,иметь
место,место
вооружённые,вооружить
столкновения,столкновение
.,UNK
в,в
марте,март
1970,UNK
года,год
сальвадор,сальвадор
заявил,заявить
протест,протест
в,в
оон,оон
в,в
связи,связь
с,с
тем,тот
",",UNK
что,что
в,в
порту,порт
амапала,амапала
гондурас,гондурас
уничтожил,уничтожить
грузы,груз
",",UNK
прибывшие,прибыть
для,для
сальвадора,сальвадор
.,UNK
гондурас,гондурас
же,же
выдвинул,выдвинуть
ультиматум,ультиматум
к,к
сальвадору,сальвадор
с,с
требованием,требование
прекратить,прекратить
приграничные,приграничный
инциденты,инцидент
и,и
начать,начать
мирные,мирный
переговоры,переговоры
.,UNK
5,UNK
июня,июнь
1970,UNK
года,год
в,в
городе,город
сан-хосе,UNK
министры,министр
иностранных,иностранный
дел,дело
гондураса,гондурас
и,и
сальвадора,сальвадор
подписали,подписать
соглашение,соглашение
о,о
создании,создание
зоны,зона
безопасности,безопасность
в,в
районе,район
гондурасско-сальвадорской,UNK
границы,граница
.,UNK
в,в
декабре,декабрь
1970,UNK
года,год
парламент,парламент
гондураса,гондурас
утвердил,утвердить
предложение,предложение
президента,президент
страны,страна
о,о
прекращении,прекращение
действия,действие
многосторонних,многосторонний
договоров,договор
",",UNK
заключённых,заключить
со,с
странами,страна
центральной,центральный
америки,америка
и,и
выходе,выход
из,из
центральноамериканского,центральноамериканский
общего,общий
рынка,рынок
",",UNK
результатом,результат
этого,это
решения,решение
стало,стать
прекращение,прекращение
деятельности,деятельность
цаор,цаор
.,UNK
в,в
январе,январь
1971,UNK
года,год
гондурас,гондурас
вышел,выйти
из,из
цаор,цаор
и,и
центральноамериканского,центральноамериканский
совета,совет
обороны,оборона
.,UNK
в,в
апреле—июне,UNK
1971,UNK
года,год
на,на
линии,линия
границы,граница
имели,иметь
место,место
столкновения,столкновение
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
.,UNK
13,UNK
июля,июль
1976,UNK
года,год
в,в
ходе,ход
демаркации,демаркация
линии,линия
границы,граница
военнослужащие,военнослужащий
гондураса,гондурас
застрелили,застрелить
двух,два
солдат,солдат
сальвадора,сальвадор
.,UNK
14,UNK
июля,июль
1976,UNK
на,на
границе,граница
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
начались,начаться
столкновения,столкновение
",",UNK
приграничный,приграничный
конфликт,конфликт
был,быть
урегулирован,урегулировать
только,только
22,UNK
июля,июль
1976,UNK
года,год
.,UNK
12,UNK
августа,август
1976,UNK
года,год
в,в
манагуа,манагуа
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
было,быть
подписано,подписать
соглашение,соглашение
о,о
демилитаризации,демилитаризация
пограничной,пограничный
зоны,зона
и,и
взаимном,взаимный
отводе,отвод
войск,войско
на,на
расстояние,расстояние
3,UNK
км,км
от,от
линии,линия
границы,граница
.,UNK
мирный,мирный
договор,договор
между,между
двумя,два
странами,страна
(,UNK
el,el
tratado,tratado
general,general
de,de
paz,paz
),UNK
был,быть
подписан,подписать
только,только
30,UNK
октября,октябрь
1980,UNK
года,год
в,в
президентском,президентский
дворце,дворец
в,в
столице,столица
перу,перу
лиме,лима
—,UNK
одиннадцать,одиннадцать
лет,год
спустя,спустя
войны,война
.,UNK
линия,линия
границы,граница
между,между
странами,страна
была,быть
окончательно,окончательно
установлена,установить
решением,решение
международного,международный
суда,суд
оон,оон
11,UNK
сентября,сентябрь
1992,UNK
года,год
.,UNK
=,UNK
=,UNK
память,память
=,UNK
=,UNK
в,в
столице,столица
сальвадора,сальвадор
в,в
память,память
о,о
участниках,участник
войны,война
1969,UNK
года,год
была,быть
названа,назвать
улица,улица
бульвар,бульвар
героев,герой
в,в
городе,город
сан,сан
хосе,хосе
де,де
ла,ла
фуэнте,фуэнт
(,UNK
департамент,департамент
ла-уньон,UNK
",",UNK
сальвадор,сальвадор
),UNK
установлен,установить
памятник,памятник
капитану,капитан
гильермо,гильермо
рейнальдо,рейнальдо
кортесу,кортес
(,UNK
guillermo,guillermo
reynaldo,reynaldo
cortez,cortez
),UNK
—,UNK
пилоту,пилот
ввс,ввс
сальвадора,сальвадор
",",UNK
погибшему,погибнуть
в,в
воздушном,воздушный
бою,бой
с,с
истребителями,истребитель
ввс,ввс
гондураса,гондурас
в,в
50-летие,UNK
войны,война
ветераны,ветеран
вооружённых,вооруженный
сил,сила
сальвадора,сальвадор
были,быть
награждены,наградить
нагрудным,нагрудный
знаком,знак
«,UNK
veterano,veterano
por,por
la,la
dignidad,dignidad
nacional,nacional
»,UNK
=,UNK
=,UNK
дополнительная,дополнительный
информация,информация
=,UNK
=,UNK
«,UNK
футбольная,футбольный
война,война
»,UNK
часто,часто
упоминается,упоминаться
как,как
последний,последний
в,в
истории,история
конфликт,конфликт
",",UNK
в,в
котором,который
друг,друг
против,против
друга,друг
сражались,сражаться
винтовые,винтовой
самолёты,самолет
с,с
поршневыми,поршневой
двигателями,двигатель
.,UNK
обе,оба
стороны,сторона
использовали,использовать
американские,американский
самолёты,самолет
времён,время
второй,второй
мировой,мировой
войны,война
:,UNK
p-51,UNK
«,UNK
мустанг,мустанг
»,UNK
",",UNK
f,f
4,UNK
u,u
«,UNK
корсар,корсар
»,UNK
",",UNK
t-28,UNK
«,UNK
троян,троян
»,UNK
и,и
переоборудованные,переоборудовать
в,в
бомбардировщики,бомбардировщик
dc-3,UNK
.,UNK
непосредственно,непосредственно
перед,перед
началом,начало
войны,война
по,по
меньшей,малый
мере,мера
один,один
транспортный,транспортный
самолёт,самолет
c-47,UNK
военно-воздушных,UNK
сил,сила
сальвадора,сальвадор
был,быть
переоборудован,переоборудовать
для,для
использования,использование
в,в
качестве,качество
бомбардировщика,бомбардировщик
(,UNK
бомбы,бомба
были,быть
размещены,разместить
в,в
грузовом,грузовой
отсеке,отсек
),UNK
.,UNK
после,после
начала,начало
войны,война
таким,такой
же,же
образом,образ
были,быть
переоборудованы,переоборудовать
несколько,несколько
c-47,UNK
военно-воздушных,UNK
сил,сила
гондураса,гондурас
.,UNK
помимо,помимо
авиабомб,авиабомба
",",UNK
для,для
бомбардировки,бомбардировка
использовались,использоваться
60-мм,UNK
и,и
81-мм,UNK
миномётные,минометный
мины,мина
.,UNK
=,UNK
=,UNK
=,UNK
результаты,результат
футбольных,футбольный
матчей,матч
=,UNK
=,UNK
=,UNK
6,UNK
июня,июнь
1969,UNK
года,год
",",UNK
тегусигальпа,тегусигальпа
",",UNK
гондурас,гондурас
.,UNK
гондурас,гондурас
—,UNK
сальвадор,сальвадор
5,UNK
:,UNK
2,UNK
(,UNK
3,UNK
:,UNK
1,UNK
после,после
первого,первый
тайма,тайм
),UNK
.,UNK
15,UNK
июня,июнь
1969,UNK
года,год
",",UNK
сан-сальвадор,UNK
.,UNK
сальвадор,сальвадор
—,UNK
гондурас,гондурас
4,UNK
:,UNK
2,UNK
(,UNK
3,UNK
:,UNK
0,UNK
),UNK
.,UNK
матч,матч
плей-офф,UNK
",",UNK
27,UNK
июня,июнь
",",UNK
мехико,мехико
",",UNK
мексика,мексика
.,UNK
сальвадор,сальвадор
—,UNK
гондурас,гондурас
3,UNK
:,UNK
2,UNK
в,в
дополнительное,дополнительный
время,время
(,UNK
1,UNK
:,UNK
"2,",UNK
2,UNK
:,UNK
2,UNK
),UNK
.,UNK
обыграв,обыграть
осенью,осень
в,в
финальном,финальный
этапе,этап
отбора,отбор
гаитян,гаитянин
",",UNK
сборная,сборная
сальвадора,сальвадор
по,по
футболу,футбол
впервые,впервые
в,в
своей,свой
истории,история
вышла,выйти
в,в
финальную,финальный
часть,часть
чемпионата,чемпионат
мира,мир
1970,UNK
года,год
по,по
футболу,футбол
",",UNK
где,где
заняла,занять
последнее,последний
место,место
",",UNK
проиграв,проиграть
всухую,всухую
во,в
всех,весь
матчах,матч
.,UNK
=,UNK
=,UNK
примечания,примечание
=,UNK
=,UNK
=,UNK
=,UNK
литература,литература
=,UNK
=,UNK
николаев,николаев
п,п
.,UNK
и,и
.,UNK
сальвадорско-гондурасская,UNK
драма,драма
/,UNK
/,UNK
«,UNK
латинская,латинский
америка,америка
»,UNK
:,UNK
журнал,журнал
.,UNK
—,UNK
1970,UNK
.,UNK
—,UNK
№,UNK
6,UNK
.,UNK
ryszard,ryszard
kapuściński,kapuściński
.,UNK
wojna,wojna
futbolowa,futbolowa
.,UNK
warszawa,warszawa
",",UNK
1978.,UNK
262,UNK
strony,strony
.,UNK
(,UNK
пол,пол
.,UNK
),UNK
william,william
h,h
.,UNK
durham,durham
.,UNK
scarcity,scarcity
and,and
survival,survival
in,in
central,central
america,america
:,UNK
ecological,ecological
origins,origins
of,of
the,the
soccer,soccer
war,war
.,UNK
stanford,stanford
(,UNK
california,california
),UNK
",",UNK
stanford,stanford
university,university
press,press
",",UNK
1979,UNK
(,UNK
англ,англ
.,UNK
),UNK
thomas,thomas
p,p
.,UNK
anderson,anderson
.,UNK
the,the
war,war
of,of
the,the
dispossessed,dispossessed
:,UNK
honduras,honduras
and,and
el,el
salvador,salvador
1969,UNK
.,UNK
lincoln,lincoln
:,UNK
university,university
of,of
nebraska,nebraska
press,press
",",UNK
1981,UNK
.,UNK
(,UNK
англ,англ
.,UNK
),UNK
juan,juan
ramón,ramón
martínez,martínez
.,UNK
la,la
guerra,guerra
de,de
1969,UNK
",",UNK
enseñanzas,enseñanzas
y,y
valoraciones,valoraciones
/,UNK
/,UNK
выпуск,выпуск
«,UNK
la,la
tribuna,tribuna
»,UNK
",",UNK
14,UNK
июля,июль
2013,UNK
г,г
.,UNK
максим,максим
райдер,райдер
.,UNK
«,UNK
футбольная,футбольный
война,война
»,UNK
/,UNK
/,UNK
интернет-сайт,UNK
«,UNK
уголок,уголок
неба,небо
»,UNK
(,UNK
подробности,подробность
войны,война
в,в
воздухе,воздух
),UNK
.,UNK
=,UNK
=,UNK
ссылки,ссылка
=,UNK
=,UNK
soccer,soccer
war,war
1969,UNK
/,UNK
/,UNK
интернет-сайт,UNK
«,UNK
armed,armed
conflict,conflict
events,events
database,database
»,UNK
.,UNK
«,UNK
футбольная,футбольный
война,война
»,UNK
/,UNK
/,UNK
интернет-сайт,UNK
conflictologist,conflictologist
.,UNK
org,org
guerra,guerra
de,de
la,la
cien,cien
horas,horas
/,UNK
/,UNK
подшивка,подшивка
посвящённых,посвященных
войне,война
статей,стать
газеты,газета
«,UNK
la,la
prensa,prensa
grafica,grafica
»,UNK
за,за
14—20,UNK
июля,июль
1969,UNK
г,г
.,UNK
land,land
",",UNK
island,island
and,and
maritime,maritime
frontier,frontier
dispute,dispute
(,UNK
el,el
salvador,salvador
/,UNK
honduras,honduras
:,UNK
nicaragua,nicaragua
intervening,intervening
),UNK
(,UNK
summary,summary
of,of
the,the
judgment,judgment
of,of
11,UNK
september,september
1992,UNK
),UNK
футбол,футбол
—,UNK
это,это
война,война
.,UNK
иногда,иногда
вполне,вполне
реальная,реальный
/,UNK
/,UNK
русская,русский
служба,служба
би-би-си,UNK
